date,startup,vertical,subvertical,city,investors,round,amount,year,month,quarter,month_year,funding_range,investor_count
2015-07-12,Leaf Wearables,Smart Safety Wearable Devices,,Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed,2.0625,2015,7,3,2015-07,1-10Cr,3
2015-07-12,Coolshare,Cab Sharing service Mobile app,,Mumbai,Gopal Aggarwal,Seed,0.825,2015,7,3,2015-07,<1Cr,1
2015-08-12,mFicient,Cloud Enterprise Mobility Platform,,Delhi,Undisclosed investors,Seed,0.0,2015,8,3,2015-08,,1
2015-08-12,HeyBiz,Online Shopping Assistant Mobile app,,Delhi,Shopclues,Seed,0.0,2015,8,3,2015-08,,1
2015-08-12,Yumist,Home Cooked Food Order & Delivery platform,,Gurugram,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,16.5,2015,8,3,2015-08,10-50Cr,3
2015-09-12,Jigsaw Academy,Online School for Analytics learning,,Bengaluru,Manipal Global Education Services,Private Equity,24.75,2015,9,3,2015-09,10-50Cr,1
2015-09-12,JoeHukum,Chat based personal Assistant App,,Gurugram,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed,0.0,2015,9,3,2015-09,,3
2015-09-12,Voxweb,Picture creation & Social mobile app,,Mumbai,Undisclosed Investor,Seed,2.8875,2015,9,3,2015-09,1-10Cr,1
2015-09-12,Aye Finance,Unknown,,Delhi,"SAIF Partners, Accion",Private Equity,24.75,2015,9,3,2015-09,10-50Cr,2
2015-09-12,JumboBasket,eCommerce,,Chandigarh,Chandigarh Angels Network,Seed,0.0,2015,9,3,2015-09,,1
2015-10-12,BlackBuck,Online Freight Services Aggregator,,Bengaluru,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,206.25,2015,10,4,2015-10,100-500Cr,5
2015-10-12,HomeStudio,Online Branded Furniture etailer,,Bengaluru,Bren Corporation,Private Equity,41.25,2015,10,4,2015-10,10-50Cr,1
2015-10-12,PropheSee,Digital Analytics Platform,,Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed,4.125,2015,10,4,2015-10,1-10Cr,3
2015-10-12,i2e1,Internet Network Infrastructure Services,,Delhi,GrowX Ventures,Seed,4.125,2015,10,4,2015-10,1-10Cr,1
2015-10-12,Holisol Logistics,Logistics,,Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,82.5,2015,10,4,2015-10,50-100Cr,1
2015-10-12,Stay Simple Resorts,Holiday Resort Chain,,Bengaluru,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar",Seed,0.0,2015,10,4,2015-10,,2
2015-10-12,Paynear,Mobile Point of Sale solutions,,Hyderabad,Mitesh Majithia,Private Equity,20.625,2015,10,4,2015-10,10-50Cr,1
2015-10-12,Chillr,Peer-to-Peer Money Transfer & Recharge App,,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,577.5,2015,10,4,2015-10,>500Cr,3
2015-11-12,EureQa,Test Automation SAAS platform,,Hyderabad,"Sashi Reddi, Gabriel Investments",Seed,4.95,2015,11,4,2015-11,1-10Cr,2
2015-11-12,LocalCircles,Citizens Engagement Platform,,Noida,Anand Mahindra,Private Equity,0.0,2015,11,4,2015-11,,1
2015-11-12,GetFocus,Indoor Navigation & Analytics Solutions,,Mumbai,Undisclosed investors,Seed,0.0,2015,11,4,2015-11,,1
2015-11-12,UrbanClap,Hyperlocal On-Demand Household Services platform,,Gurugram,Ratan Tata,Private Equity,0.0,2015,11,4,2015-11,,1
2015-11-12,OnlineRTI,Online RTI application services,,Bengaluru,"LetsVenture, Mohandas Pai",Seed,1.2375,2015,11,4,2015-11,1-10Cr,2
2015-11-12,Powerstores,eCommerce,,Goa,Extreme Venture Partners\\xc2\\xa0 William Bissell,Seed,0.0,2015,11,4,2015-11,,1
2015-11-12,Weddingz.in,Wedding Venues & Vendors Marketplace,,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed,8.25,2015,11,4,2015-11,1-10Cr,6
2015-11-12,Intelligent Interfaces,Interface development platform for Government officials,,Bengaluru,"Sachin Bansal, Binny Bansal",Seed,0.0,2015,11,4,2015-11,,2
2015-12-14,Capricoast,Modular Furnishings Marketplace,,Bengaluru,"Accel Partners India, RB Investments",Private Equity,28.875,2015,12,4,2015-12,10-50Cr,2
2015-12-14,JetSetGo,Private Jet Bookings Marketplace,,Bengaluru,Puneet Dalmia,Private Equity,0.0,2015,12,4,2015-12,,1
2015-12-14,Cabsguru,Cab search Comparison & Booking platform,,Delhi,Prashanth Ranganathan,Seed,1.65,2015,12,4,2015-12,1-10Cr,1
2015-12-14,Whoop,Performance Optimization Platform for athletes,,Boston,Infosys,Private Equity,24.75,2015,12,4,2015-12,10-50Cr,1
2015-12-15,BookEventz,Event Venue Booking Platform,,Mumbai,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath",Seed,0.0,2015,12,4,2015-12,,3
2015-12-15,Deal Street Asia,Digital Media Platform,,Singapore,"Vijay Shekhar Sharma, Singapore Angels Network",Seed,0.0,2015,12,4,2015-12,,2
2015-12-15,Streamoid,visual search and discovery platform,,Bengaluru,Undisclosed,Seed,8.25,2015,12,4,2015-12,1-10Cr,1
2015-12-16,Housejoy,Home services marketplace,,Bengaluru,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,185.625,2015,12,4,2015-12,100-500Cr,5
2015-12-16,Bluebirch,Logistics,,Bengaluru,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed,16.5,2015,12,4,2015-12,10-50Cr,3
2015-12-16,MeraDoctor,Virtual Health consultation app,,Mumbai,Unilazer,Private Equity,9.9,2015,12,4,2015-12,1-10Cr,1
2015-12-16,STAGE 3,Online Renting platform,,Delhi,"Nisha Sharma, Puneet Dalmia, Balaji Prabhakar",Seed,0.0,2015,12,4,2015-12,,3
2015-12-17,Rivigo,Logistics,,Gurugram,SAIF Partners and others,Private Equity,247.5,2015,12,4,2015-12,100-500Cr,1
2015-12-17,Springboard,Data Science & UX design Learning platform,,Bengaluru,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed,14.025,2015,12,4,2015-12,10-50Cr,7
2015-12-17,Eatfresh,Online marketplace for Chef Meals,,Bengaluru,Kalaari Capital,Private Equity,0.0,2015,12,4,2015-12,,1
2015-12-18,Ampere Vehicles,Electric Bike Manufacturers,,Coimbatore,Kris Gopalakrishnan & Others,Seed,9.9,2015,12,4,2015-12,1-10Cr,1
2015-12-18,Focus Digit,eCommerce,,Delhi,Turning Ideas,Seed,0.0,2015,12,4,2015-12,,1
2015-12-18,The News Minute,Online Media Publication,,Bengaluru,Quintillion Media,Seed,0.0,2015,12,4,2015-12,,1
2015-12-18,CBREX,International Hiring Platform,,Mumbai,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed,1.65,2015,12,4,2015-12,1-10Cr,3
2015-12-21,TruckMandi,Logistics,,Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",Private Equity,16.5,2015,12,4,2015-12,10-50Cr,3
2015-12-21,Peppertap,Hyperlocal\\xc2\\xa0 Grocery Delivery Service,,Gurugram,Innoven Capital,Private Equity,33.0,2015,12,4,2015-12,10-50Cr,1
2015-12-21,KOOH Sports,EdTech,,Mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",Private Equity,16.5,2015,12,4,2015-12,10-50Cr,4
2015-12-22,RentOnGo,"Bike, Appliances Renting marketplace",,Bengaluru,"Anand Chandrasekaran, Rajesh Sawhney, Kalpana Tatavarti, Shivanandan Pare",Seed,0.0,2015,12,4,2015-12,,4
2015-12-22,Industrybuying,Online Marketplace for Industrial Goods,,Delhi,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam",Seed,0.0,2015,12,4,2015-12,,5
2015-12-22,Zapr,Reward points mobile app,,Gurugram,Dinesh Agarwal,Seed,0.0,2015,12,4,2015-12,,1
2015-12-22,LatestOne,Mobile accessories online store,,Hyderabad,Palred Technologies Ltd,Private Equity,24.75,2015,12,4,2015-12,10-50Cr,1
2015-12-22,PlanetGogo,Content Discovery & reward points platform,,Gurugram,HT Digital Media Holdings Ltd,Seed,0.0,2015,12,4,2015-12,,1
2015-12-22,Arya.ai,Artificial Intelligence platform,,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,6.1875,2015,12,4,2015-12,1-10Cr,2
2015-12-22,Doctor Insta,Medical Consultation & Doctor appointment booking platform,,Gurugram,"Rishi Parti, BrahmaX Ventures",Private Equity,4.125,2015,12,4,2015-12,1-10Cr,2
2015-12-22,MobieFit,Mobile Fitness App,,Goa,Medi Assist,Private Equity,8.25,2015,12,4,2015-12,1-10Cr,1
2015-12-23,LafaLafa,"Digital Coupons, Deal & Cashback aggregator app",,Mumbai,Vectr Ventures,Private Equity,0.0,2015,12,4,2015-12,,1
2015-12-23,Mech Mocha,Mobile Game development & Design platform,,Bengaluru,"Blume Ventures, Flipkart",Seed,8.25,2015,12,4,2015-12,1-10Cr,2
2015-12-23,Shotang.com,eCommerce,,Bengaluru,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",Private Equity,41.25,2015,12,4,2015-12,10-50Cr,2
2015-12-23,CityFurnish,Furniture and appliances rental platform,,Gurugram,Jitendra Gupta,Seed,0.0,2015,12,4,2015-12,,1
2015-12-24,Black White Orange,B2B Merchandize platform,,Mumbai,Collaborative Licensing Ventures LLP,Seed,2.49975,2015,12,4,2015-12,1-10Cr,1
2015-12-24,Kolabro,Real Estate,,Gurugram,"Umang Kumar, Ruchir Arora & others",Seed,0.0,2015,12,4,2015-12,,2
2015-12-24,Canvera,Photographer Online search & booking platform,,Bengaluru,Info Edge (India) Ltd,Private Equity,18.15,2015,12,4,2015-12,10-50Cr,1
2015-12-28,Town Essentials,Grocery Delivery platform,,Bengaluru,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed,8.25,2015,12,4,2015-12,1-10Cr,4
2015-12-28,Bumper,Mobile Car Servicing appointment app,,Bengaluru,SAIF Partners,Seed,4.125,2015,12,4,2015-12,1-10Cr,1
2015-12-29,Hotify,New Curation Mobile App,,Bengaluru,Mahavir Pratap Sharma,Seed,1.2375,2015,12,4,2015-12,1-10Cr,1
2015-12-29,MobiKwik,Mobile Wallet,,Gurugram,"Sequoia Capital, Tree Line Asia, Innoven Capital",Private Equity,54.45,2015,12,4,2015-12,50-100Cr,3
2015-12-30,Intelligent Interfaces,Interface development platform for Government officials,,Bengaluru,Yuvraj Singh,Seed,0.0,2015,12,4,2015-12,,1
2015-02-11,Twigly,Online Food Ordering & Delivery platform,,Gurugram,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed,1.65,2015,2,1,2015-02,1-10Cr,4
2015-02-11,CityFlo,Bus Aggregation and rental mobile app,,Mumbai,IDG Ventures,Seed,6.1875,2015,2,1,2015-02,1-10Cr,1
2015-03-11,Findyahan,hyperlocal online Services platform,,Noida,Times Group Brand Capital,Private Equity,0.0,2015,3,1,2015-03,,1
2015-03-11,Sabse,WiFi \xe2\x80\x93 first Cloud communication platform,,Mumbai,Ratan Tata,Private Equity,0.0,2015,3,1,2015-03,,1
2015-03-11,Pokkt,Alternate Mobile Monetization platform,,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel\\xe2\\x80\\x99s Innov8, Jungle Ventures, K Ganesh",Private Equity,41.25,2015,3,1,2015-03,10-50Cr,7
2015-03-11,oibanit,Online Food Ordering Marketplace,,Vadodara,"Varun Ahuja, Anubhav Verma",Seed,1.2375,2015,3,1,2015-03,1-10Cr,2
2015-03-11,Stuffed,Quick Service Restaurant & Online Delivery,,Mumbai,Riqueza Capital,Seed,3.17625,2015,3,1,2015-03,1-10Cr,1
2015-03-11,Deyor Rooms,Budget Hotels Aggregator,,Delhi,Dheeraj Jain & Others,Seed,4.125,2015,3,1,2015-03,1-10Cr,1
2015-03-11,Bidgely,Efficient Energy Management platform,,USA,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,136.95,2015,3,1,2015-03,100-500Cr,4
2015-04-11,Shirsa Labs,Digital Intelligent learning platform,,Mumbai,ah! Ventures,Seed,2.0625,2015,4,2,2015-04,1-10Cr,1
2015-04-11,Paytunes,Voice Call incentivization mobile app,,Delhi,CIO Angel Network,Seed,0.0,2015,4,2,2015-04,,1
2015-04-11,YourDOST,Online Counselling and psychological support platform,,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed,3.3,2015,4,2,2015-04,1-10Cr,7
2015-05-11,BookMyBai,Domestic Help Aggregation platform,,Mumbai,Vineel Nalla & Others,Seed,1.2375,2015,5,2,2015-05,1-10Cr,1
2015-05-11,MyIndianStay,Home Stay & room rentals platform,,Goa,Undisclosed investors,Seed,1.65,2015,5,2,2015-05,1-10Cr,1
2015-05-11,Bobble,Selfie Mobile App,,Delhi,SAIF Partners & others,Private Equity,0.0,2015,5,2,2015-05,,1
2015-06-11,RepUp,Online Reputation Management Platform,,Gurugram,Indian Angel Network,Seed,0.0,2015,6,2,2015-06,,1
2015-06-11,Satvacart,Online Grocery platform,,Gurugram,Undisclosed HNIs,Private Equity,14.85,2015,6,2,2015-06,10-50Cr,1
2015-06-11,POPxo.com,Online content platform for women,,Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,16.5,2015,6,2,2015-06,10-50Cr,3
2015-06-11,SparesHub,Online Vehicle Spare Parts etailer,,Pune,"Hyderabad Angels, M&S Partners",Seed,3.795,2015,6,2,2015-06,1-10Cr,2
2015-06-11,Explara,Event Ticketing platform,,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,4.0425,2015,6,2,2015-06,1-10Cr,3
2015-06-11,Soothe Healthcare,Health,,Noida,Saina Nehwal,Seed,0.0,2015,6,2,2015-06,,1
2015-06-11,Yuvi Hospitality,Premium dining Lounges & restaurants,,Gurugram,Chandralekha Construction Pvt. Ltd.,Private Equity,123.75,2015,6,2,2015-06,100-500Cr,1
2015-09-11,AppVirality,Mobile Growth Hacking\\nPlatform,,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others",Seed,4.125,2015,9,3,2015-09,1-10Cr,7
2015-09-11,iStar Skill Development,Skill Training Startup,,Bengaluru,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,12.375,2015,9,3,2015-09,10-50Cr,2
2015-09-11,BigStylist.com,Beauty and Wellness Marketplace,,Mumbai,Info Edge,Private Equity,8.25,2015,9,3,2015-09,1-10Cr,1
2015-09-11,Zilingo,Marketplace App for Bangkok,,Bengaluru,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,15.675,2015,9,3,2015-09,10-50Cr,3
2015-09-11,Didi,On-demand Maids Service Provider,,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed,1.2375,2015,9,3,2015-09,1-10Cr,2
2015-09-11,Skoov.com,eCommerce,,Mumbai,undisclosed investor,Seed,1.2375,2015,9,3,2015-09,1-10Cr,1
2015-10-11,Chefs Basket,Ready to cook packaged Foods,,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,49.5,2015,10,4,2015-10,10-50Cr,2
2015-11-11,Gingercrush,Product Customization Platform,,Vadodara,TV Mohandas Pai\\xe2\\x80\\x99s family office,Seed,0.0,2015,11,4,2015-11,,1
2015-11-11,Delight Foods,Branded Food products online sales,,Bengaluru,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,4.95,2015,11,4,2015-11,1-10Cr,3
2015-11-11,6Degree,Talent platform for Fashion professionals,,Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed,0.0,2015,11,4,2015-11,,2
2015-11-11,RenewBuy,Auto Insurance Online platform,,Gurugram,Mount Nathan Advisors Pte Ltd,Seed,4.125,2015,11,4,2015-11,1-10Cr,1
2015-11-11,Grab,Logistics,,Mumbai,Sixth Sense Ventures,Seed,0.0,2015,11,4,2015-11,,1
2015-12-11,Hitwicket,Cricket Management Mobile Game,,Hyderabad,Chennai Angels,Seed,2.0625,2015,12,4,2015-12,1-10Cr,1
2015-11-13,Flashdoor,On Demand Laundry Service platform,,Bengaluru,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed,0.0,2015,11,4,2015-11,,3
2015-11-16,Cashkaro.com,eCommerce,,Gurugram,Kalaari Capital,Private Equity,30.525,2015,11,4,2015-11,10-50Cr,1
2015-11-16,Absentia,Virtual Reality Headset creator,,Bengaluru,"Astarc Ventures, 50K Ventures & others",Seed,1.485,2015,11,4,2015-11,1-10Cr,2
2015-11-16,Renowala,Home Improvement Service platform,,Hyderabad,Logtally,Seed,0.0,2015,11,4,2015-11,,1
2015-11-16,TaskBucks,mobile-only tasks marketplace,,Delhi,Times Internet,Private Equity,123.75,2015,11,4,2015-11,100-500Cr,1
2015-11-17,CraftsVilla,Women Ethnic Wear\\xc2\\xa0 Online Marketplace,,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,280.5,2015,11,4,2015-11,100-500Cr,5
2015-11-17,Julia Computing,Numerical Computing & Data Science Platform,,Bengaluru,Gordon and Betty Moore Foundation,Seed,4.95,2015,11,4,2015-11,1-10Cr,1
2015-11-17,StyleTag,Designer fashion Jewellery Marketplace,,Bengaluru,Jitu Virwani,Seed,61.875,2015,11,4,2015-11,50-100Cr,1
2015-11-17,Smytten,Online Products Discovery Platform,,Gurugram,"Rimpal Chawla, Anuj Srivastava",Seed,1.65,2015,11,4,2015-11,1-10Cr,2
2015-11-17,BiBox,Kids Tool kit for Innovation platform,,Bengaluru,Ravi Krishnamurthy,Seed,4.3725,2015,11,4,2015-11,1-10Cr,1
2015-11-17,Convegenius,Mobile Learning Solutions,,Noida,Enablers platform,Seed,2.475,2015,11,4,2015-11,1-10Cr,1
2015-11-18,Ola,Car Aggregator & Retail Mobile App,,Bengaluru,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,4125.0,2015,11,4,2015-11,>500Cr,6
2015-11-18,Goodbox,conversational commerce mobile app,,Bengaluru,Nexus Venture Partners,Private Equity,20.625,2015,11,4,2015-11,10-50Cr,1
2015-11-18,ScoopWhoop,Viral Content web Platform,,Delhi,Kalaari Capital,Private Equity,33.0,2015,11,4,2015-11,10-50Cr,1
2015-11-18,Hipship,Express local delivery platform,,Bengaluru,"Inara Capital , Rishi Khiani",Seed,0.0,2015,11,4,2015-11,,2
2015-11-18,Pickrr,Logistics,,Delhi,Palaash Ventures,Seed,0.0,2015,11,4,2015-11,,1
2015-11-18,Truelancer,Curated Freelancer Marketplace,,Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed,0.0,2015,11,4,2015-11,,4
2015-11-19,AHA Taxis,Online Taxi Rental Platform,,Noida,ah! Ventures,Seed,0.0,2015,11,4,2015-11,,1
2015-11-19,UrbanClap,Mobile Services Marketplace,,Gurugram,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,206.25,2015,11,4,2015-11,100-500Cr,3
2015-11-19,SenseGiz,Smartwatch Maker,,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed,4.125,2015,11,4,2015-11,1-10Cr,1
2015-11-19,PlaceofOrigin,Online Gourmet Food Marketplace,,Bengaluru,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal.",Seed,0.0,2015,11,4,2015-11,,5
2015-11-19,Fourseven,Online Jewellery etailer,,Delhi,Indian Angel Network,Seed,3.75375,2015,11,4,2015-11,1-10Cr,1
2015-11-20,MindTickle,Sales & Productivity Software,,Pune,New Enterprise Associates,Private Equity,103.125,2015,11,4,2015-11,100-500Cr,1
2015-11-20,Shopsense,eCommerce,,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed,0.0,2015,11,4,2015-11,,3
2015-11-20,Medinfi,Health-Tech platform,,Bengaluru,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed,2.51625,2015,11,4,2015-11,1-10Cr,6
2015-11-20,OUWT,Nightlife Discovery Mobile App,,Mumbai,Undisclosed investors,Seed,1.2375,2015,11,4,2015-11,1-10Cr,1
2015-11-20,HeyPillow,Real Estate,,Bengaluru,Hampton Capital,Private Equity,24.75,2015,11,4,2015-11,10-50Cr,1
2015-11-21,Healers At Home,Health,,Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed,0.0,2015,11,4,2015-11,,3
2015-11-21,Caravan Craft,Indian Ethnic Crafts Etailer,,Bengaluru,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,9.9,2015,11,4,2015-11,1-10Cr,3
2015-11-21,Talkoot,Social platform for traders and investors,,Bengaluru,Undisclosed investors,Seed,0.825,2015,11,4,2015-11,<1Cr,1
2015-11-23,RentoMojo,"Online Furniture, Home Appliances Rental Platform",,Bengaluru,"IDG Ventures India,\\xc2\\xa0 Accel Partners India",Private Equity,16.5,2015,11,4,2015-11,10-50Cr,2
2015-11-23,Medikoe,Health,,Bengaluru,Anil Menon,Seed,0.825,2015,11,4,2015-11,<1Cr,1
2015-11-24,Stylofie,Health and Beauty Services Marketplace,,Gurugram,Swastika,Seed,2.0625,2015,11,4,2015-11,1-10Cr,1
2015-11-24,ServX,Automotive Services platform,,Delhi,Manish Gupta,Seed,0.0,2015,11,4,2015-11,,1
2015-11-24,Naaptol,Online and TV Shopping Marketplace,,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,429.0,2015,11,4,2015-11,100-500Cr,4
2015-11-24,Crayon Data,Big Data Analytics Platform,,Chennai,Ratan Tata,Private Equity,0.0,2015,11,4,2015-11,,1
2015-11-25,EarlySalary.com,Mobile App based Loan disbursement platform,,Mumbai,Ashok Agarwal,Seed,12.375,2015,11,4,2015-11,10-50Cr,1
2015-11-25,Tooler,On Demand Laundry Services App,,Delhi,"Raghu Khanna, Sameer Gupta",Seed,0.9075,2015,11,4,2015-11,<1Cr,2
2015-11-25,S Chand,EdTech,,Delhi,IFC Everstone Group,Private Equity,222.75,2015,11,4,2015-11,100-500Cr,1
2015-11-26,Stelae,Content Management Software Solutions,,Chennai,Earlsfield Capital,Private Equity,0.0,2015,11,4,2015-11,,1
2015-11-26,GoQii,Fitness Tracking Management Solutions,,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,110.55,2015,11,4,2015-11,100-500Cr,2
2015-11-26,Grofers,Hyper-local Grocery Delivery platform,,Gurugram,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,990.0,2015,11,4,2015-11,>500Cr,4
2015-11-26,Pluss,Health,,Gurugram,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,8.25,2015,11,4,2015-11,1-10Cr,3
2015-11-26,KountMoney,Online Lending Marketplace,,Bengaluru,"Tracxn, Ashish Goenka & Others",Seed,0.0,2015,11,4,2015-11,,2
2015-11-27,StayGlad,On Demand Beauty Services Platform,,Bengaluru,"Bessemer Venture Partners, Anil Chopra",Private Equity,0.0,2015,11,4,2015-11,,2
2015-11-27,Fastudent,EdTech,,Noida,Ashish Gupta,Seed,0.0,2015,11,4,2015-11,,1
2015-11-27,LearnOn,Clud based Learning platform,,Chennai,JMR Infotech India Pvt Ltd,Seed,0.0,2015,11,4,2015-11,,1
2015-11-27,Talentrack,Talent Exchange & Talent Services Marketplace,,Delhi,Unigrowth Inc,Seed,0.0,2015,11,4,2015-11,,1
2015-11-28,M-TAXI,Two-Wheeler Taxi Service,,Gurugram,"Mandeep Singh, Jairaj Singh",Seed,0.0,2015,11,4,2015-11,,2
2015-11-30,Baxi,Two-Wheeler Taxi Service,,Gurugram,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed,11.9625,2015,11,4,2015-11,10-50Cr,4
2015-11-30,Superhero Brands,character merchandize sales platform,,Mumbai,DSG Consumer Partners,Seed,4.455,2015,11,4,2015-11,1-10Cr,1
2015-11-30,MoMagic,Mobile Application Developer,,Delhi,FIH Mobile Ltd,Private Equity,0.0,2015,11,4,2015-11,,1
2015-11-30,QikPod,eCommerce,,Bengaluru,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,74.25,2015,11,4,2015-11,50-100Cr,4
2015-11-30,Butterfly Interactive,extra curricular activities marketplace app,,Delhi,Undisclosed investors,Seed,0.0,2015,11,4,2015-11,,1
2015-11-30,Bro4U,Hyperlocal Online Home services provider,,Bengaluru,Sargod Ventures,Seed,0.0,2015,11,4,2015-11,,1
2015-01-10,Indifi,Easy Business Loans platform,,Gurugram,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed,0.0,2015,1,1,2015-01,,8
