date,startup,vertical,subvertical,city,investors,round,amount,year,month,quarter,month_year,funding_range,investor_count
2016-02-17,Bollant Industries,Tech,Eco-friendly consumer & packaging products,Hyderabad,Ratan Tata,Private Equity,0.0,2016,2,1,2016-02,,1
2016-02-18,GetVee,Consumer Tech,Matrimony & Couples only mobile platform,Delhi,"Lightspeed Venture Partners, K Ganesh",Private Equity,0.0,2016,2,1,2016-02,,2
2016-02-18,HealthKumbh,Consumer Tech,Health related Information portal,Ahmedabad,Undisclosed investor,Seed,0.60225,2016,2,1,2016-02,<1Cr,1
2016-02-18,Unlaze,Consumer Tech,Social Networking app for outdoor interests,Gurugram,"Sujal Shah, Dino Morea",Seed,0.0,2016,2,1,2016-02,,2
2016-02-18,Tracxn,Tech,Indian Startup ecosystem trends analyzer & funding platform,Bengaluru,"Nandan Nilekani, Mohandas Pai, Neeraj Arora, Anand Rajaraman, Girish Mathrubootham, Aneesh Reddy & Teruhide Sato",Private Equity,0.0,2016,2,1,2016-02,,6
2016-02-18,Careongo,eCommerce,Online Pharmacy store,Delhi,Farooq Oomerbhoy & Other angel investors,Seed,2.475,2016,2,1,2016-02,1-10Cr,1
2016-02-18,Ark Robot,Tech,Warehouse Automation,Bengaluru,Qualcomm (Through QPrize Contest),Seed,2.8875,2016,2,1,2016-02,1-10Cr,1
2016-02-19,Jaypore,eCommerce,Ethnic Products marketplace,Delhi,Aavishkaar,Private Equity,41.25,2016,2,1,2016-02,10-50Cr,1
2016-02-19,Finance Buddha,Consumer Tech,Online Loan Comparison & Discovery platform,Bengaluru,Chennai Angels,Seed,0.0,2016,2,1,2016-02,,1
2016-02-19,AlmaConnect,Consumer Tech,Alumni social network,Delhi,"Mohandas Pai, Varun Aggarwal",Seed,0.0,2016,2,1,2016-02,,2
2016-02-19,Advantage Club,Consumer Tech,mobile platform for corporate employee benefits,Gurugram,Purvi Ventures & Others,Seed,3.3,2016,2,1,2016-02,1-10Cr,1
2016-02-19,LocalRamu,Consumer Tech,mobile based aggregator for local service providers,Bengaluru,3 undisclosed investors,Seed,0.0,2016,2,1,2016-02,,1
2016-02-22,Baby Berry,Consumer Tech,Parenting Mobile app,Bengaluru,Nitin Bagmane & Other undisclosed investors,Seed,8.25,2016,2,1,2016-02,1-10Cr,1
2016-02-22,Magicpin,Consumer Tech,Hyperlocal Discover Mobile App,Delhi,Lightspeed India,Private Equity,24.75,2016,2,1,2016-02,10-50Cr,1
2016-02-22,First Eat,Consumer Tech,Healthy Food Delivery platform,Delhi,Undisclosed investor,Seed,0.825,2016,2,1,2016-02,<1Cr,1
2016-02-22,SigTuple,Tech,Healthcare based Tech Solutions,Bengaluru,"Sachin Bansal, Binny Bansal, Accel Partners & Others",Seed,0.0,2016,2,1,2016-02,,3
2016-02-22,Taskbob,Consumer Tech,Hyperlocal Handyman services platform,Mumbai,"IvyCap Ventures, Orios Venture Partners, Mayfield India",Private Equity,37.125,2016,2,1,2016-02,10-50Cr,3
2016-02-22,Styledotme,Consumer Tech,Mobile Fashion App,Delhi,Indian Angel Network,Seed,0.30525,2016,2,1,2016-02,<1Cr,1
2016-02-22,NewsLaundry,Consumer Tech,Independent News Media Portal,Delhi,"Omidyar Network,\\xc2\\xa0 Vikram Lal, Abhijit Bhandari, Mahesh Murthy, Shashank Bhagat",Private Equity,0.0,2016,2,1,2016-02,,5
2016-02-23,CupoNation,Consumer Tech,Deals and Discount platform,Gurugram,"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",Private Equity,90.75,2016,2,1,2016-02,50-100Cr,7
2016-02-23,Aarav UAV,Tech,unmanned aerial vehicles creator,Kanpur,"StartupXseed Ventures, The Phoenix Fund and others",Seed,0.0,2016,2,1,2016-02,,2
2016-02-24,Sayfix,Consumer Tech,Hyperlocal Home Services Provider,Bengaluru,Yajnanarayana Kammaje,Seed,1.32,2016,2,1,2016-02,1-10Cr,1
2016-02-24,LoanZen,Consumer Tech,Peer to peer Lending marketplace,Bengaluru,Tracxn Syndicate,Seed,0.0,2016,2,1,2016-02,,1
2016-02-24,NoBroker,Consumer Tech,Peer to peer property listing platform,Bengaluru,"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners",Private Equity,82.5,2016,2,1,2016-02,50-100Cr,6
2016-02-24,AppilyEver,Consumer Tech,Online wedding services marketplace,Hyderabad,"Varun Aggarwal, Suresh Venkat, Raj Y",Seed,3.3,2016,2,1,2016-02,1-10Cr,3
2016-02-24,Pocketin,Consumer Tech,Hotel reservations & Deal platform,Noida,Swastika Company Ltd,Seed,1.2375,2016,2,1,2016-02,1-10Cr,1
2016-02-24,FeetApart,Consumer Tech,Employee engagements & Rewards platform,Bengaluru,Vishal Bali & Others,Seed,0.0,2016,2,1,2016-02,,1
2016-02-25,OfBusiness,eCommerce,B2B commerce Marketplace,Gurugram,Matrix Partners India,Private Equity,41.25,2016,2,1,2016-02,10-50Cr,1
2016-02-25,CarveNiche,Consumer Tech,Personalized Learning Solutions & products,Bengaluru,"Calcutta Angels, Lead Angels & Others",Seed,0.0,2016,2,1,2016-02,,2
2016-02-25,Juspay,Consumer Tech,Digital Payments solutions,Bengaluru,"Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",Private Equity,47.85,2016,2,1,2016-02,10-50Cr,4
2016-02-25,Funcart,eCommerce,Party Supplies Etailer,Delhi,Undisclosed HNIs,Seed,0.5775,2016,2,1,2016-02,<1Cr,1
2016-02-26,Freedom Smart Labs,Tech,IoT retail solutions,Delhi,Kapil Goel,Seed,1.19625,2016,2,1,2016-02,1-10Cr,1
2016-02-26,EduBridge,Consumer Tech,Skill development and vocational training platform,Mumbai,"Insitor Impact Asia Fund, Acumen Fund",Private Equity,20.625,2016,2,1,2016-02,10-50Cr,2
2016-02-29,Nestaway,Consumer Tech,Online Home Rental Marketplace,Bengaluru,Ratan Tata,Private Equity,0.0,2016,2,1,2016-02,,1
2016-02-29,Hopscotch,eCommerce,Baby & Kids Products Online Flash sales platform,Mumbai,Eduardo Saverin,Private Equity,107.25,2016,2,1,2016-02,100-500Cr,1
2016-02-29,PinClick,Consumer Tech,Online real estate listings,Bengaluru,Undisclosed investors,Private Equity,0.0,2016,2,1,2016-02,,1
2016-01-01,Smartcooky,eCommerce,Health Food / Personal Care Marketplace,Delhi,"Rajan Anandan, Pramod Bhasin, Siddharth Pai, TV Mohandas Pai, Manvinder Singh Banga",Seed,0.0,2016,1,1,2016-01,,5
2016-01-01,Helpi,Consumer Tech,On Demand Cleaning Services Mobile App,Mumbai,Undisclosed Investors,Seed,0.0,2016,1,1,2016-01,,1
2016-04-01,DogSpot,eCommerce,Online Pet Store,Gurugram,Ratan Tata,Seed,0.0,2016,4,2,2016-04,,1
2016-04-01,Career360,EdTech,College Education Portal,Delhi,MeritTrac,Private Equity,0.0,2016,4,2,2016-04,,1
2016-04-01,B9 Beverages,Food & Beverage,Craft Beer manufacturing company,Delhi,"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",Private Equity,49.5,2016,4,2,2016-04,10-50Cr,6
2016-05-01,WIMWI Foods,Food & Beverage,Healthy food manufacturing & sales startup,Ahmedabad,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed,0.0,2016,5,2,2016-05,,1
2016-05-01,MyChild App,EdTech,Child Disorder Information & Education,Bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",Seed,0.825,2016,5,2,2016-05,<1Cr,10
2016-05-01,Instaproc,eCommerce,B2B Procurement Marketplace for Office Products,Noida,Dinesh Agarwal,Seed,0.0,2016,5,2,2016-05,,1
2016-05-01,360Ride,Consumer Tech,Ride Sharing platform,Bengaluru,Undisclosed,Seed,1.2375,2016,5,2,2016-05,1-10Cr,1
2016-05-01,Alef\\nMobitech,Consumer Tech,Cloud Mobility Solutions,Mumbai,Tata Capital Innovation Fund,Private Equity,41.25,2016,5,2,2016-05,10-50Cr,1
2016-06-01,Tracxn,BFSI,Startup Funding Deal Discovery & Execution platform,Bengaluru,Ratan Tata,Seed,0.0,2016,6,2,2016-06,,1
2016-06-01,Qdesq,Real Estate,Branded Workspaces Aggregator,Gurugram,"Dheeraj Jain, Jagdish Kumar, Bharat Gupta, Ankush Saigal, Praveen Saini",Seed,0.0,2016,6,2,2016-06,,5
2016-06-01,Sensara,Tech,"TV Search, Guide and Remote mobile app",Bengaluru,"Lalitesh Katragadda,\\xc2\\xa0 Ganayantrika Systems",Seed,6.1875,2016,6,2,2016-06,1-10Cr,2
2016-06-01,Zebpay,Consumer Tech,Bitcoin Buying & Selling Mobile App,Ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",Private Equity,8.25,2016,6,2,2016-06,1-10Cr,3
2016-06-01,PlanMy\\nMedicalTrip,Health,Medical Tourism platform,Pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",Seed,1.2375,2016,6,2,2016-06,1-10Cr,2
2016-06-01,MyCity4Kids,EdTech,Children Education & Information platform,Gurugram,"SIDBI Venture Capital Limited, YourNest Angel Fund",Private Equity,24.75,2016,6,2,2016-06,10-50Cr,2
2016-06-01,Justdakhila.com,EdTech,School Student admissions platform,Delhi,Ankur Gupta,Seed,6.1875,2016,6,2,2016-06,1-10Cr,1
2016-07-01,PitStop,Consumer Tech,Automobile Service Booking App,Bengaluru,Myntra/LivSpace Founders,Seed,0.0,2016,7,3,2016-07,,1
2016-07-01,Bikxie,Consumer Tech,Two Wheeler Taxi Service,Gurugram,Undisclosed Investors,Seed,0.0,2016,7,3,2016-07,,1
2016-07-01,Infurnia,Consumer Tech,Online Furniture Customization platform,Bengaluru,Idein Ventures,Seed,1.32,2016,7,3,2016-07,1-10Cr,1
2016-07-01,Myly,EdTech,Mobile Based Education platform,Jaipur,Newbie Promoter Pvt Ltd,Seed,0.825,2016,7,3,2016-07,<1Cr,1
2016-07-01,MakeMyTrip,Consumer Tech,Online Travel/Hotel Booking platform,Gurugram,Ctrip.com International Ltd,Private Equity,1485.0,2016,7,3,2016-07,>500Cr,1
2016-08-01,Melorra,eCommerce,Online/ Mobile Jewellery Retailer,Bengaluru,Lightbox Ventures,Private Equity,41.25,2016,8,3,2016-08,10-50Cr,1
2016-08-01,ConfirmTKT,Consumer Tech,Train PNR Status Prediction Platform,Bengaluru,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",Seed,2.0625,2016,8,3,2016-08,1-10Cr,5
2016-08-01,Gyaanzone,EdTech,Career Planning and Education Advisory Platform,Mumbai,GBIM Technologies Pvt Ltd,Seed,0.37125,2016,8,3,2016-08,<1Cr,1
2016-08-01,FlatFurnish,Consumer Tech,Online Furnishing Rental Platform,Gurugram,Arun Chandra Mohan,Seed,0.0,2016,8,3,2016-08,,1
2016-09-01,Lumiere,eCommerce,Organic Food eTailer,Bengaluru,Undisclosed investors,Private Equity,0.0,2016,9,3,2016-09,,1
2016-11-01,Koovs,eCommerce,Online Fashion Apparel Retailer,Gurugram,"Nahata Family, Waheed Alli",Private Equity,44.55,2016,11,4,2016-11,10-50Cr,2
2016-11-01,Wishup,Consumer Tech,Mobile app based Concierge Service,Delhi,"500 Startups, Mato Peric, TracxnLabs",Seed,0.0,2016,11,4,2016-11,,3
2016-11-01,FreshMenu,Consumer Tech,Online / Mobile Food Ordering platform,Bengaluru,"Zodius Capital, Lightspeed Venture Partners",Private Equity,136.125,2016,11,4,2016-11,100-500Cr,2
2016-11-01,SavvyMob,eCommerce,Last Minute Hotel Bookings mobile marketplace,Bengaluru,"TV Mohandas Pai, LetsVenture",Seed,8.25,2016,11,4,2016-11,1-10Cr,2
2016-11-01,Fashionablyin,Consumer Tech,Mobile based Geo-target Fashion Marketplace,Mumbai,Ranjan Mahtani,Seed,0.0,2016,11,4,2016-11,,1
2016-12-01,Shopclues,eCommerce,ECommerce Marketplace,Gurugram,"GIC, Tiger Global Management, Nexus Venture Partners",Private Equity,825.0,2016,12,4,2016-12,>500Cr,3
2016-12-01,Hike Messenger,Consumer Tech,P2P Messaging Service,Delhi,"Matt Mullenweg, Adam D\\xe2\\x80\\x99Angelo, Aditya Agarwal,\\xc2\\xa0 Ruchi Sanghvi & Others",Private Equity,0.0,2016,12,4,2016-12,,4
2016-12-01,iBus Networks,Tech,Next Generation in-building connectivity,Bengaluru,"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office",Private Equity,18.975,2016,12,4,2016-12,10-50Cr,3
2016-12-01,Happy2Refer,Consumer Tech,Mobile based Referral Platform,Mumbai,"Equity Crest, Vinners, Sparknext",Seed,2.0625,2016,12,4,2016-12,1-10Cr,3
2016-01-13,CarTrade,Consumer Tech,Auto Classifieds Portal,Mumbai,"Temasek Holdings, March Capital, Warburg Pincus",Private Equity,1196.25,2016,1,1,2016-01,>500Cr,3
2016-01-13,Rentomo,Consumer Tech,peer-to-peer renting Marketplace,Bengaluru,Shiva Ashok & Other unnamed investors,Seed,0.825,2016,1,1,2016-01,<1Cr,1
2016-01-13,Roder,Consumer Tech,inter-city cab aggregator,Delhi,Unicorn India Ventures,Seed,1.98,2016,1,1,2016-01,1-10Cr,1
2016-01-13,Bucker,Consumer Tech,Food Ordering Mobile App,Hyderabad,"50k Ventures, Munish Jauhar, Pulkit Jain, Rohit Narang",Seed,0.0,2016,1,1,2016-01,,4
2016-01-13,Care24,Health,Professional Health Services Platform,Mumbai,"SAIF Partners, India Quotient",Private Equity,33.0,2016,1,1,2016-01,10-50Cr,2
2016-01-13,Obino,Health,Weigh Loss Coaching,Mumbai,RoundGlass Partners,Private Equity,0.0,2016,1,1,2016-01,,1
2016-01-14,Snapshopr,Consumer Tech,Visual Search & Image Recognition Platform,Bengaluru,Amod Malviya,Seed,0.0,2016,1,1,2016-01,,1
2016-01-14,Buildkar,eCommerce,Construction Material Marketplace,Bengaluru,"Mustafa Wajid, Umang Kumar & Others",Seed,0.0,2016,1,1,2016-01,,2
2016-01-14,Orahi,Consumer Tech,Carpooling Mobile App,Gurugram,Indian Angel Network,Seed,4.29,2016,1,1,2016-01,1-10Cr,1
2016-01-14,Zapr,Tech,TV to Mobile audience Platform,Gurugram,"Flipkart, Saavn, Micromax, Dhiraj Rajaram, Ambiga Dhiraj, Dinesh Agarwal, Samir Bangara, Sanjay Nath, Arihant Patni",Seed,0.0,2016,1,1,2016-01,,9
2016-01-15,Remidio,Health,Healthcare Product Manufacturer,Bengaluru,Cipher-Plexus Capital Advisors & Indian HNIs,Private Equity,0.0,2016,1,1,2016-01,,1
2016-01-15,Fitso,Consumer Tech,Fitness related Social Networking App & Forum,Gurugram,"Varun Khurana, Samar Singla, Vinay Bansal,",Seed,1.65,2016,1,1,2016-01,1-10Cr,4
2016-01-15,evibe.in,Consumer Tech,Party Hall Booking platform,Bengaluru,"Hyderabad Angels, Lalit Mangal,\\xc2\\xa0 Vikas Malpani, Gaurav Bhalotia, LV Prasad",Seed,0.0,2016,1,1,2016-01,,5
2016-01-15,Zoctr,Consumer Tech,healthcare aggregator platform,Mumbai,Times Group,Seed,0.0,2016,1,1,2016-01,,1
2016-01-15,Jobick,Consumer Tech,Mobile app based Job Search,Noida,Abhinav Mathur,Seed,0.0,2016,1,1,2016-01,,1
2016-01-16,Plick,Consumer Tech,Instant Content Transfer Mobile App,Mumbai,Sanjay Mehta,Seed,0.0,2016,1,1,2016-01,,1
2016-01-18,Voice Friends,Consumer Tech,Dating & Singles Chat Platform,Mumbai,Huzaifa Khorakiwala,Seed,0.0,2016,1,1,2016-01,,1
2016-01-18,Kartrocket,Consumer Tech,SAAS DIY\\xc2\\xa0 ECommerce Platform,Delhi,"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",Private Equity,49.5,2016,1,1,2016-01,10-50Cr,4
2016-01-19,Swiggy,Consumer Tech,Online/Mobile food ordering platform,Bengaluru,"Harmony Partners, RB Investments & existing investors",Private Equity,288.75,2016,1,1,2016-01,100-500Cr,2
2016-01-19,TinyStep,Consumer Tech,Parenting Social Network,Bengaluru,Flipkart,Seed,0.0,2016,1,1,2016-01,,1
2016-01-19,Cashkaro,Consumer Tech,Coupon & Cashback platform,Gurugram,Ratan Tata,Private Equity,0.0,2016,1,1,2016-01,,1
2016-01-19,Gameezop,Consumer Tech,Casual Gaming platform,Delhi,Anand Chandrasekaran & Others,Seed,0.0,2016,1,1,2016-01,,1
2016-01-19,DailyObjects,eCommerce,Mobile Accessories etailer,Delhi,"Unilazer Fund,\\xc2\\xa0 Phanindra Sama, Peyush Bansal",Private Equity,11.55,2016,1,1,2016-01,10-50Cr,3
2016-01-19,Indus OS,Tech,Local language Mobile OS,Mumbai,"Omidyar Network,",Private Equity,41.25,2016,1,1,2016-01,10-50Cr,2
2016-01-19,CollegeDunia,Consumer Tech,Educational College Search platform,Delhi,Umang Kumar,Seed,3.67125,2016,1,1,2016-01,1-10Cr,1
2016-01-19,Villgro,Unknown,Social Business Incubator & Fund,Chennai,"Lemelson Foundation, Michael and Susan Dell Foundation",Private Equity,28.875,2016,1,1,2016-01,10-50Cr,2
2016-01-20,Reddoorz,Consumer Tech,Budget Accomodation Aggregator,Delhi,500 Startups,Private Equity,0.0,2016,1,1,2016-01,,1
2016-01-20,IndustryBuying,eCommerce,B2B Industrial Goods Marketplace,Delhi,Trifecta Capital,Private Equity,14.85,2016,1,1,2016-01,10-50Cr,1
2016-01-20,Just Buy Live,eCommerce,B2B Marketplace for Distributors,Mumbai,Alpha Capital,Private Equity,165.0,2016,1,1,2016-01,100-500Cr,1
2016-01-20,IMbesharam,eCommerce,Adult Products Etailers,Delhi,Undisclosed US Based Investors,Private Equity,33.0,2016,1,1,2016-01,10-50Cr,1
2016-01-20,Moodoo,Consumer Tech,Social Meeting organizer App,Mumbai,Sa\\xc3\\xafd Business School Seed Fund.,Seed,0.33,2016,1,1,2016-01,<1Cr,1
2016-01-20,Saral Designs,Health,Women Hygiene Product Manufacturer,Mumbai,"Farooq Adam, Ambi Parameswaran,",Seed,0.0,2016,1,1,2016-01,,3
2016-01-21,FirstCry,eCommerce,Kids Focused eTailer,Pune,Ratan Tata,Private Equity,0.0,2016,1,1,2016-01,,1
2016-01-21,Fisdom,Consumer Tech,Personal Finance Mobile App,Bengaluru,Rob Chandra,Seed,4.125,2016,1,1,2016-01,1-10Cr,1
2016-01-21,Easypolicy,Consumer Tech,Online insurance policy aggregator,Noida,Unilazer Ventures,Private Equity,18.15,2016,1,1,2016-01,10-50Cr,1
2016-01-21,Housing.com,Consumer Tech,Online Real Estate Portal,Mumbai,SoftBank Corp,Private Equity,123.75,2016,1,1,2016-01,100-500Cr,1
2016-01-21,CREO,Tech,Smartphone OS Developer,Bengaluru,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",Private Equity,24.75,2016,1,1,2016-01,10-50Cr,4
2016-01-22,ShabdaNagari,Consumer Tech,Hindi Language Social Networking Portal,Kanpur,Kanpur Angels & Others,Seed,1.65,2016,1,1,2016-01,1-10Cr,1
2016-01-22,Little,Consumer Tech,Deal Discovery App,Bengaluru,GIC,Private Equity,0.0,2016,1,1,2016-01,,1
2016-01-22,SnapBizz,eCommerce,Mobile based Retail Market Ecosystem,Bengaluru,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",Private Equity,59.4,2016,1,1,2016-01,50-100Cr,4
2016-01-22,Qlivery,Consumer Tech,on-demand concierge services,Gurugram,Chandigarh Angels Funding,Seed,0.0,2016,1,1,2016-01,,1
2016-01-22,PlexusMD,Consumer Tech,Social Network for Healthcare Professionals,Ahmedabad,"Arihant Patni, Avnish Mehra, Pranay Adhvaryu, Ravi Sampat",Seed,0.0,2016,1,1,2016-01,,4
2016-01-22,Silvan,Tech,Home Automation & Security Solutions,Bengaluru,The Chennai Angels,Seed,4.24875,2016,1,1,2016-01,1-10Cr,1
2016-01-22,EPS,Tech,Electronic Payments Solution Company,Mumbai,APIS Partners,Private Equity,288.75,2016,1,1,2016-01,100-500Cr,1
2016-01-22,Qubole,Tech,Enterprise Cloud Based Data Processing,Bengaluru,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private Equity,247.5,2016,1,1,2016-01,100-500Cr,4
2016-01-22,Gajty,Health,Salons & Spa Chain,Gurugram,Purvi Ventures,Seed,0.0,2016,1,1,2016-01,,1
2016-01-25,SIFTR Labs,Consumer Tech,Photography curation & Aggregator platform,Mumbai,Venture Catalysts,Seed,1.2375,2016,1,1,2016-01,1-10Cr,1
2016-01-25,Power2SME,Consumer Tech,SME Online Buying Hub,Gurugram,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",Private Equity,173.25,2016,1,1,2016-01,100-500Cr,3
2016-01-25,SkyCandle,eCommerce,Home D\\xc3\\xa9cor Product etailer,Delhi,GPA group,Private Equity,0.0,2016,1,1,2016-01,,1
2016-01-27,Teabox.com,eCommerce,Specialty Tea ETailer,Siliguri,Ratan Tata,Private Equity,0.0,2016,1,1,2016-01,,1
2016-01-27,Buildzar,eCommerce,Construction Material ETailer,Gurugram,Puneet Dalmia,Private Equity,33.0,2016,1,1,2016-01,10-50Cr,1
2016-01-27,Applicate,Tech,"Sales, Market, Distribution & Data Analytics Platform",Bengaluru,Undisclosed investors,Seed,8.25,2016,1,1,2016-01,1-10Cr,1
2016-01-27,WhatsOnRent,eCommerce,Online Rental Marketplace,Bengaluru,Lalit Mangal & Others,Seed,0.0,2016,1,1,2016-01,,1
2016-01-28,Zebi (yet to launch),Tech,Data Intelligence & Analytics,Hyderabad,Un disclosed investors,Seed,8.25,2016,1,1,2016-01,1-10Cr,1
2016-01-28,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",Seed,3.0525,2016,1,1,2016-01,1-10Cr,5
2016-01-28,JustDoc,Consumer Interne,Medical Video Consultation platform,Bengaluru,"TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs",Seed,0.0,2016,1,1,2016-01,,5
2016-01-28,Myeglu,Tech,Connected Smart Home Solutions,Bengaluru,Foxconn Technology Group & Others,Seed,0.0,2016,1,1,2016-01,,1
2016-01-29,BitGiving,Consumer Tech,Crowd Funding Platform,Delhi,"Harminder Sahni, Krishna Mehra, Sanjay Bakshi",Seed,0.0,2016,1,1,2016-01,,3
2016-01-29,Qriyo,Consumer Tech,Online Fitness & Educational information Aggregator,Jodhpur,Idein Ventures,Seed,1.32,2016,1,1,2016-01,1-10Cr,1
2016-01-29,N.O.W,Consumer Tech,Rental Bike Aggregator App,Noida,Maple Capital Advisors,Seed,0.0,2016,1,1,2016-01,,1
2016-01-29,Aisle,Consumer Tech,Indians focused Matchmaking App,Bengaluru,"TermSheet, ah! Ventures",Seed,1.52625,2016,1,1,2016-01,1-10Cr,2
2016-01-29,FreshMenu,Consumer Tech,Fresh Food Delivery platform,Bengaluru,"Zodius Technology Fund, Lightspeed Venture Partners",Private Equity,140.25,2016,1,1,2016-01,100-500Cr,2
2016-01-29,Truebil,eCommerce,Online marketplace for cars,Mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",Private Equity,42.4875,2016,1,1,2016-01,10-50Cr,4
2016-01-29,Rare Media,Tech,Mobile & Cloud based App developer,Delhi,Info Edge (India) Ltd,Private Equity,9.075,2016,1,1,2016-01,1-10Cr,1
2016-01-29,TinMen,Consumer Tech,Food Delivery Platform,Hyderabad,Lead Angel Network,Seed,0.0,2016,1,1,2016-01,,1
2016-01-29,CodingLabs,Tech,Coding Skill Showcase & Resume Builder,Hyderabad,Vineet Nalla,Seed,0.0,2016,1,1,2016-01,,1
2016-01-30,FindUrClass,Consumer Tech,Hobby & Activity Class Aggregator,Mumbai,"Amit Patni, Anirudh Damani, Samir Shah",Seed,0.0,2016,1,1,2016-01,,3
2016-01-30,DesignBids,Consumer Tech,Interior Design Marketplace,Delhi,Indian Angel Network,Seed,0.0,2016,1,1,2016-01,,1
2015-01-12,CollegeDekho,EdTech,,Jaipur,GirnarSoft,Seed,8.25,2015,1,1,2015-01,1-10Cr,1
2015-01-12,Black White Orange Brands,Brand Licensing Startup,,Mumbai,YouWeCan Ventures,Seed,0.0,2015,1,1,2015-01,,1
2015-01-12,Biteclub,Gourmet Food Discovery & Delivery platform,,Gurugram,growX ventures,Private Equity,0.0,2015,1,1,2015-01,,1
2015-01-12,Patel Logistics,Transportation,,Mumbai,Frontline Strategy,Private Equity,46.2,2015,1,1,2015-01,10-50Cr,1
2015-01-12,Wigzo,Enterprise Marketing Automation platform,,Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed,4.125,2015,1,1,2015-01,1-10Cr,2
2015-01-12,Godof Hospitals,Health,,Delhi,Pankaj Gupta,Seed,16.5,2015,1,1,2015-01,10-50Cr,1
2015-02-12,RoomsTonite,Last Minute Hotel Booking App,,Bengaluru,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali Krishna",Seed,12.375,2015,2,1,2015-02,10-50Cr,7
2015-02-12,Kaaryah,Womens Fashion Wear Portal,,Delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,0.0,2015,2,1,2015-02,,2
2015-03-12,Anakage,Product Learning platform,,Bengaluru,CIO Angel Network (CAN),Seed,0.0,2015,3,1,2015-03,,1
2015-03-12,EasyKhaana,Online Food ordering & Delivery platform,,Delhi,Undisclosed investors,Seed,0.825,2015,3,1,2015-03,<1Cr,1
2015-03-12,Shuttl,App based Bus Pooling Services,,Gurugram,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,165.0,2015,3,1,2015-03,100-500Cr,2
2015-03-12,Eckovation,Social Learning Platform,,Delhi,Chandigarh Angel Network (CAN),Seed,0.0,2015,3,1,2015-03,,1
2015-03-12,Fitcircle,Social Fitness platform,,Mumbai,Beerud Sheth and Ravi Mantha,Seed,0.0,2015,3,1,2015-03,,1
2015-04-12,Applop,On Demand Mobile app developer,,Kolkata,GHV Accelerator,Seed,0.825,2015,4,2,2015-04,<1Cr,1
2015-04-12,CaRPM,Unknown,,Gurugram,GHV Accelerator,Seed,0.825,2015,4,2,2015-04,<1Cr,1
2015-04-12,NDTV Wedding portal,Online Wedding Marketplace,,Delhi,CerraCap,Private Equity,165.0,2015,4,2,2015-04,100-500Cr,1
2015-04-12,Splitkart,Splitting Bills Mobile App,,Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed,0.0,2015,4,2,2015-04,,5
2015-07-12,Zenatix,IOT Energy Management Analytics platform,,Gurugram,Blume Ventures,Private Equity,0.0,2015,7,3,2015-07,,1
2015-07-12,Customfurnish,Custom Made furniture e-tailer,,Hyderabad,Agnus Capital,Private Equity,37.125,2015,7,3,2015-07,10-50Cr,1
2015-07-12,Faasos,QSR Chain,,Pune,"ru-Net, Sequoia Capital,\\xc2\\xa0 Lightbox Ventures",Private Equity,247.5,2015,7,3,2015-07,100-500Cr,3
2015-07-12,Vlurn,eLearning platform,,Mumbai,Vidyadhar Sarfare,Seed,0.0,2015,7,3,2015-07,,1
